url,title,author,type,insertionDate,refreshNB,watchTime,actionNB,videoViewsNB,parent_id,ED,EG,G,D,C,O,P,EU
6kABAdGbNmU,"
          
          
          
          
            Marine Le Pen finalement prête à débattre avec Macron avant les européennes, selon Jordan Bardella
          
        ",RTL  ,proposal,2024-05-15T18:01:46.864Z,,0,5,6,VjILoreoNco,1,0,0,0,1,0,1,1
mJMshRhfuqs,"
          
          
          
          
            Personne na envie dy aller : Dominique de Villepin sur lenvoi de troupes au sol en Ukraine
          
        ",LCI,proposal,2024-05-15T18:01:46.872Z,,0,5,6,VjILoreoNco,0,0,0,0,0,0,1,0
5nADF63Po9g,"
          
          
          
          
            [🇺🇦/🇷🇺] Larmée Ukrainienne recule vers Kharkiv - Comment améliorer la défense aérienne ukrainienne
          
        ",Xavier Tytelman,proposal,2024-05-15T18:01:46.879Z,,0,5,6,VjILoreoNco,0,0,0,0,0,1,0,0
7cRFmYkNIK0,"
          
          
          
          
            Le vif échange entre Clémentine Autain et Jordan Bardella sur les tenues religieuses à lécole
          
        ",BFMTV,proposal,2024-05-15T18:01:46.888Z,,0,5,6,VjILoreoNco,1,1,0,0,0,0,1,1
oOdXYFGohf0,"
          
          
          
          
            Jordan Bardella répond à Eric Dupond-Moretti sur le tacle à Marine Le Pen !
          
        ",Touche pas à mon poste !,proposal,2024-05-15T18:01:46.895Z,,0,5,6,VjILoreoNco,1,0,0,0,1,0,1,1
MH30gpjYc3A,"
          
          
          
          
            Jordan Bardella aime bien Gabriel Attal ?
          
        ",CYRIL HANOUNA,proposal,2024-05-15T18:01:46.901Z,,0,5,6,VjILoreoNco,1,0,0,0,1,0,1,1
tkFAzDwQGus,"
          
          
          
          
            Élections européennes : le débat entre Marion Maréchal (Reconquête) et Valérie Hayer (Renaissance)
          
        ",Europe 1,proposal,2024-05-15T18:01:46.906Z,,0,5,6,VjILoreoNco,1,0,0,0,1,0,1,1
q9GAahkTLME,"
          
          
          
          
            Mineurs délinquants, Russie, Sciences Po… lintégralité de linterview de Marine Le Pen
          
        ",BFMTV,proposal,2024-05-15T18:01:46.911Z,,0,5,6,VjILoreoNco,1,0,0,0,0,0,1,0
70_vcb0EQtk,"
          
          
          
          
            🔴 DIRECT - Lintégrale de linterview de Jordan Bardella, président du RN, sur RMC
          
        ",RMC,proposal,2024-05-15T18:01:46.917Z,,0,5,6,VjILoreoNco,1,0,0,0,0,0,1,1
WazrsWXi44k,"
          
          
          
          
            CORRUPTION : LUNION EUROPÉENNE EST-ELLE GOUVERNÉE PAR LES LOBBIES ?
          
        ","BLAST, Le souffle de linfo",proposal,2024-05-15T18:01:46.923Z,,0,5,6,VjILoreoNco,0,0,0,0,0,0,1,1
HK_BOmD46FI,"
          
          
          
          
            Les 4 vérités - Jordan Bardella
          
        ",Télé Matin,proposal,2024-05-15T18:01:46.930Z,,0,5,6,VjILoreoNco,1,0,0,0,0,0,1,1
kQUmMVlCXI8,"
          
          
          
          
            Le Premier ministre slovaque blessé par balle
          
        ",LCI,proposal,2024-05-15T18:01:46.937Z,,0,5,6,VjILoreoNco,0,0,0,0,0,1,0,0
3OyM9GpePDA,"
          
          
          
          
            Le RN, le parti des policiers ? Mathieu Valet est face aux GG
          
        ",RMC,proposal,2024-05-15T18:01:46.944Z,,0,5,6,VjILoreoNco,1,0,0,0,0,0,1,0
6d3R-lFCD_U,"
          
          
          
          
            Énorme clash entre Marion Maréchal et Gilles Verdez !
          
        ",CYRIL HANOUNA,proposal,2024-05-15T18:01:46.949Z,,0,5,6,VjILoreoNco,1,0,0,0,0,0,1,0
qJ_J4UcECiw,🔴 EN DIRECT - Jordan Bardella face aux Grandes Gueules !,RMC,regular,2024-05-15T18:01:54.693Z,,6000,6,7,,1,0,0,0,0,0,1,1
70_vcb0EQtk,"
          
          
          
          
            🔴 DIRECT - Lintégrale de linterview de Jordan Bardella, président du RN, sur RMC
          
        ",RMC,proposal,2024-05-15T18:01:55.581Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,0,0,1,1
MlgyXwbaiHY,"
          
          
          
          
            La France, un narco-État ? Béatrice Brugère, magistrate est linvitée des GG
          
        ",RMC,proposal,2024-05-15T18:01:55.593Z,,0,6,7,qJ_J4UcECiw,0,0,0,0,0,0,1,0
C6me-EmVz1s,"
          
          
          
          
            Fourgon attaqué : Ils nont laissé aucune chance à nos collègues, témoigne Emmanuel Baudin
          
        ",RMC,proposal,2024-05-15T18:01:55.598Z,,0,6,7,qJ_J4UcECiw,0,0,0,0,0,1,0,0
CzZoTATG6zs,"
          
          
          
          
            Offensive russe dans la région de Kharkiv, les Ukrainiens peuvent-ils tenir ?
          
        ",TV5MONDE Info,proposal,2024-05-15T18:01:55.604Z,,0,6,7,qJ_J4UcECiw,0,0,0,0,0,0,1,0
LOKcD3OS6yk,"
          
          
          
          
            🛑Les Grandes Gueules - Baisse du Prix des denrées.. Ousmane Sonko reporte la promesse du Président.
          
        ",Sen Tv Officiel [DMEDIA],proposal,2024-05-15T18:01:55.609Z,,0,6,7,qJ_J4UcECiw,0,0,0,0,0,0,1,0
mw4L2xmEtS8,"
          
          
          
          
            Jordan Bardella face à Pascal Praud : Drame de Crépol, traitement médiatique, vie privée...
          
        ",Europe 1,proposal,2024-05-15T18:01:55.614Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,0,0,1,1
2eRsM9vS8hw,"
          
          
          
          
            Le Grand Jury - Européennes : le grand débat (lintégrale)
          
        ",RTL  ,proposal,2024-05-15T18:01:55.619Z,,0,6,7,qJ_J4UcECiw,0,0,0,0,0,0,1,1
exsg8PVURVA,"
          
          
          
          
            🔴 DIRECT - Lintégrale de linterview dÉric Zemmour, président du parti Reconquête, sur RMC
          
        ",RMC,proposal,2024-05-15T18:01:55.625Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,0,0,1,0
3OyM9GpePDA,"
          
          
          
          
            Le RN, le parti des policiers ? Mathieu Valet est face aux GG
          
        ",RMC,proposal,2024-05-15T18:01:55.630Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,0,0,1,0
7FlVnHA7vkY,"
          
          
          
          
            On est dans un monde irréel... : le choc de Mehdi Ghezzar après lattaque du fourgon pénitentiaire
          
        ",RMC,proposal,2024-05-15T18:01:55.636Z,,0,6,7,qJ_J4UcECiw,0,0,0,0,0,1,0,0
l4sgGLnIcwo,"
          
          
          
          
            Européennes: suivez le grand débat entre Jordan Bardella et Manuel Valls
          
        ",Le Figaro,proposal,2024-05-15T18:01:55.642Z,,0,6,7,qJ_J4UcECiw,1,0,1,0,0,0,1,1
q9GAahkTLME,"
          
          
          
          
            Mineurs délinquants, Russie, Sciences Po… lintégralité de linterview de Marine Le Pen
          
        ",BFMTV,proposal,2024-05-15T18:01:55.647Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,0,0,1,0
mbxtT0Kk-Pw,"
          
          
          
          
            “Crépol: une France qui bascule?”: linterview de Jordan Bardella en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:01:55.652Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,0,0,1,1
sWYziuLrYvM,"
          
          
          
          
            Philippe Caverivière face à Jordan Bardella
          
        ",RTL  ,proposal,2024-05-15T18:01:55.659Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,0,0,1,1
j0ZN9AEKueI,"
          
          
          
          
            Arnaud Demanche : Elisabeth Borne présidente en 2027 ?
          
        ",RMC,proposal,2024-05-15T18:01:55.664Z,,0,6,7,qJ_J4UcECiw,0,0,0,0,0,0,1,0
oQpryKlWYjY,"
          
          
          
          
            Débat G. Attal / J. Bardella - Replay du 20H de TF1
          
        ",TF1 INFO,proposal,2024-05-15T18:01:55.677Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,1,0,1,1
Oc8mIezbT_A,"
          
          
          
          
            Tout sauf Le Pen au second tour ? Jordan Bardella face à Laurent Fontaine
          
        ",Touche pas à mon poste !,proposal,2024-05-15T18:01:55.732Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,0,0,1,1
vT1X8CtBsmY,"
          
          
          
          
            Les intérêts français ne sont plus défendus au niveau européen, déplore Jordan Bardella
          
        ",franceinfo,proposal,2024-05-15T18:01:55.823Z,,0,6,7,qJ_J4UcECiw,1,0,0,0,0,0,1,1
kQUmMVlCXI8,"
          
          
          
          
            Le Premier ministre slovaque blessé par balle
          
        ",LCI,proposal,2024-05-15T18:01:55.830Z,,0,6,7,qJ_J4UcECiw,0,0,0,0,0,1,0,0
OdCvq3ViEsM,"
          
          
          
          
            Mathilde Panot/Marion Maréchal, le débat
          
        ",BFMTV,proposal,2024-05-15T18:01:55.836Z,,0,6,7,qJ_J4UcECiw,1,1,0,0,0,0,1,0
70_vcb0EQtk,"🔴 DIRECT - Lintégrale de linterview de Jordan Bardella, président du RN, sur RMC",RMC,regular,2024-05-15T18:02:08.779Z,,6000,7,8,,1,0,0,0,0,0,1,1
exsg8PVURVA,"
          
          
          
          
            🔴 DIRECT - Lintégrale de linterview dÉric Zemmour, président du parti Reconquête, sur RMC
          
        ",RMC,proposal,2024-05-15T18:02:09.914Z,,0,7,8,70_vcb0EQtk,1,0,0,0,0,0,1,0
OY2WvPg35-Y,"
          
          
          
          
            Européennes: le premier débat entre Jordan Bardella et Valérie Hayer en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:02:09.942Z,,0,7,8,70_vcb0EQtk,1,0,0,0,1,0,1,1
mbxtT0Kk-Pw,"
          
          
          
          
            “Crépol: une France qui bascule?”: linterview de Jordan Bardella en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:02:09.948Z,,0,7,8,70_vcb0EQtk,1,0,0,0,0,0,1,1
MlgyXwbaiHY,"
          
          
          
          
            La France, un narco-État ? Béatrice Brugère, magistrate est linvitée des GG
          
        ",RMC,proposal,2024-05-15T18:02:09.955Z,,0,7,8,70_vcb0EQtk,0,0,0,0,0,0,1,0
2nQeGRsrLIQ,"
          
          
          
          
            Michel Onfray sur Gaza : Ce nest pas un génocide
          
        ",Europe 1,proposal,2024-05-15T18:02:09.961Z,,0,7,8,70_vcb0EQtk,0,0,0,0,0,0,1,1
Gq_5GZqbk7o,"
          
          
          
          
            LHeure des Pros : Il y a un énorme désespoir du peuple français (François Asselineau)
          
        ",Europe 1,proposal,2024-05-15T18:02:09.966Z,,0,7,8,70_vcb0EQtk,1,0,0,0,0,0,1,1
EvEjNCzV4PI,"
          
          
          
          
            🔴 DIRECT - Lintégrale de linterview de Louis Boyard, député LFI/NUPES du Val-de-Marne, sur RMC
          
        ",RMC,proposal,2024-05-15T18:02:09.972Z,,0,7,8,70_vcb0EQtk,0,1,0,0,0,0,1,0
vT1X8CtBsmY,"
          
          
          
          
            Les intérêts français ne sont plus défendus au niveau européen, déplore Jordan Bardella
          
        ",franceinfo,proposal,2024-05-15T18:02:09.978Z,,0,7,8,70_vcb0EQtk,1,0,0,0,0,0,1,1
j0ZN9AEKueI,"
          
          
          
          
            Arnaud Demanche : Elisabeth Borne présidente en 2027 ?
          
        ",RMC,proposal,2024-05-15T18:02:09.982Z,,0,7,8,70_vcb0EQtk,0,0,0,0,0,0,1,0
OdCvq3ViEsM,"
          
          
          
          
            Mathilde Panot/Marion Maréchal, le débat
          
        ",BFMTV,proposal,2024-05-15T18:02:09.988Z,,0,7,8,70_vcb0EQtk,1,1,0,0,0,0,1,0
l4sgGLnIcwo,"
          
          
          
          
            Européennes: suivez le grand débat entre Jordan Bardella et Manuel Valls
          
        ",Le Figaro,proposal,2024-05-15T18:02:09.993Z,,0,7,8,70_vcb0EQtk,1,0,1,0,0,0,1,1
oOdXYFGohf0,"
          
          
          
          
            Jordan Bardella répond à Eric Dupond-Moretti sur le tacle à Marine Le Pen !
          
        ",Touche pas à mon poste !,proposal,2024-05-15T18:02:09.999Z,,0,7,8,70_vcb0EQtk,1,0,0,0,1,0,1,1
lvcoPu7Qb9M,"
          
          
          
          
            LHeure des Pros - La réponse de Pascal Praud à lattaque de Jean-Luc Mélenchon contre CNEWS
          
        ",Europe 1,proposal,2024-05-15T18:02:10.006Z,,0,7,8,70_vcb0EQtk,0,1,0,0,0,0,1,1
q9GAahkTLME,"
          
          
          
          
            Mineurs délinquants, Russie, Sciences Po… lintégralité de linterview de Marine Le Pen
          
        ",BFMTV,proposal,2024-05-15T18:02:10.011Z,,0,7,8,70_vcb0EQtk,1,0,0,0,0,0,1,0
2eRsM9vS8hw,"
          
          
          
          
            Le Grand Jury - Européennes : le grand débat (lintégrale)
          
        ",RTL  ,proposal,2024-05-15T18:02:10.016Z,,0,7,8,70_vcb0EQtk,0,0,0,0,0,0,1,1
ghaGA3ZrvmU,"
          
          
          
          
            Le débat des européennes, avec Jordan Bardella et Raphaël Glucksmann
          
        ",France Inter,proposal,2024-05-15T18:02:10.022Z,,0,7,8,70_vcb0EQtk,1,0,1,0,0,0,1,1
M9MoHat3py4,"
          
          
          
          
            Face-à-Face : Jordan Bardella
          
        ",BFMTV,proposal,2024-05-15T18:02:10.030Z,,0,7,8,70_vcb0EQtk,1,0,0,0,0,0,1,1
tkFAzDwQGus,"
          
          
          
          
            Élections européennes : le débat entre Marion Maréchal (Reconquête) et Valérie Hayer (Renaissance)
          
        ",Europe 1,proposal,2024-05-15T18:02:10.035Z,,0,7,8,70_vcb0EQtk,1,0,0,0,1,0,1,1
131CcyG4b5U,"
          
          
          
          
            Mélenchon-Zemmour: revoir leur débat en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:02:10.041Z,,0,7,8,70_vcb0EQtk,1,1,0,0,0,0,1,0
F6g4rGpN8hs,"
          
          
          
          
            Le Grand Jury des Auditeurs de RTL : Marion Maréchal
          
        ",RTL  ,proposal,2024-05-15T18:02:10.047Z,,0,7,8,70_vcb0EQtk,1,0,0,0,0,0,1,0
oOdXYFGohf0,Jordan Bardella répond à Eric Dupond-Moretti sur le tacle à Marine Le Pen !,Touche pas à mon poste !,regular,2024-05-15T18:02:17.817Z,,6000,8,9,,1,0,0,0,1,0,1,1
Oc8mIezbT_A,"
          
          
          
          
            Tout sauf Le Pen au second tour ? Jordan Bardella face à Laurent Fontaine
          
        ",Touche pas à mon poste !,proposal,2024-05-15T18:02:18.870Z,,0,8,9,oOdXYFGohf0,1,0,0,0,0,0,1,1
4sZqc4waf8M,"
          
          
          
          
            Lintégrale du Face-à-Face avec Éric Zemmour
          
        ",BFMTV,proposal,2024-05-15T18:02:18.881Z,,0,8,9,oOdXYFGohf0,1,0,0,0,0,0,1,0
mOoaSSMJ91M,"
          
          
          
          
            La réponse de Jordan Bardella à Éric Dupond-Moretti : Il se comporte comme un chef de gang
          
        ",Europe 1,proposal,2024-05-15T18:02:18.891Z,,0,8,9,oOdXYFGohf0,1,0,0,0,1,0,1,1
ePFZxjRJzeg,"
          
          
          
          
            Éric Dupond-Moretti n’a pas (du tout) apprécié cette imitation d’Ugo Bernalicis
          
        ",LeHuffPost,proposal,2024-05-15T18:02:18.896Z,,0,8,9,oOdXYFGohf0,0,0,0,0,1,0,1,0
6kABAdGbNmU,"
          
          
          
          
            Marine Le Pen finalement prête à débattre avec Macron avant les européennes, selon Jordan Bardella
          
        ",RTL  ,proposal,2024-05-15T18:02:18.902Z,,0,8,9,oOdXYFGohf0,1,0,0,0,1,0,1,1
3WL2Mlipf6Q,"
          
          
          
          
            Fou de rage, le contrôle qui tourne mal
          
        ",SPICA LIFE,proposal,2024-05-15T18:02:18.907Z,,0,8,9,oOdXYFGohf0,0,0,0,0,0,1,0,0
oQpryKlWYjY,"
          
          
          
          
            Débat G. Attal / J. Bardella - Replay du 20H de TF1
          
        ",TF1 INFO,proposal,2024-05-15T18:02:18.912Z,,0,8,9,oOdXYFGohf0,1,0,0,0,1,0,1,1
uLgTeYmrhwI,"
          
          
          
          
            Guerre en Ukraine : les propos chocs de Nicolas Sarkozy - Nicolas Sarkozy - C à vous - 06/09/2023
          
        ",C à vous,proposal,2024-05-15T18:02:18.916Z,,0,8,9,oOdXYFGohf0,0,0,0,0,0,0,1,0
F6g4rGpN8hs,"
          
          
          
          
            Le Grand Jury des Auditeurs de RTL : Marion Maréchal
          
        ",RTL  ,proposal,2024-05-15T18:02:18.923Z,,0,8,9,oOdXYFGohf0,1,0,0,0,0,0,1,0
2IJhONg65oI,"
          
          
          
          
            Attal vs Bardella : à quoi joue France 2 ? - Clément Viktorovitch
          
        ",Clément Viktorovitch,proposal,2024-05-15T18:02:18.927Z,,0,8,9,oOdXYFGohf0,1,0,0,0,1,0,1,1
7cRFmYkNIK0,"
          
          
          
          
            Le vif échange entre Clémentine Autain et Jordan Bardella sur les tenues religieuses à lécole
          
        ",BFMTV,proposal,2024-05-15T18:02:18.932Z,,0,8,9,oOdXYFGohf0,1,1,0,0,0,0,1,1
vY1N58zdnw4,"
          
          
          
          
            LHeure des Pros - Attaque du fourgon pénitentiaire : Il faut renverser la table !
          
        ",Europe 1,proposal,2024-05-15T18:02:18.939Z,,0,8,9,oOdXYFGohf0,0,0,0,0,0,0,1,1
mbxtT0Kk-Pw,"
          
          
          
          
            “Crépol: une France qui bascule?”: linterview de Jordan Bardella en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:02:18.943Z,,0,8,9,oOdXYFGohf0,1,0,0,0,0,0,1,1
n6510TMqhWo,"
          
          
          
          
            Le face-à-face virulent entre Yassine Belattar et Jordan Bardella dans Balance Ton Post
          
        ",Touche pas à mon poste !,proposal,2024-05-15T18:02:18.947Z,,0,8,9,oOdXYFGohf0,1,0,0,0,0,0,1,1
mw4L2xmEtS8,"
          
          
          
          
            Jordan Bardella face à Pascal Praud : Drame de Crépol, traitement médiatique, vie privée...
          
        ",Europe 1,proposal,2024-05-15T18:02:18.952Z,,0,8,9,oOdXYFGohf0,1,0,0,0,0,0,1,1
hwgK7Uhgoac,"
          
          
          
          
            Complice et opération COMMANDO : La violente attaque au fourgon pénitencier était-elle organisée ?
          
        ",Touche pas à mon poste !,proposal,2024-05-15T18:02:18.956Z,,0,8,9,oOdXYFGohf0,0,0,0,0,0,1,0,0
Fw2xxW3TADg,"
          
          
          
          
            Éric Dupont-Moretti a-t-il dérapé en sattaquant au RN ?
          
        ",Touche pas à mon poste !,proposal,2024-05-15T18:02:18.961Z,,0,8,9,oOdXYFGohf0,1,0,0,0,1,0,1,0
